,mask_id,matched_id
274,770,3272
275,771,3327
276,783,3433
277,805,2636
278,815,3133
279,820,3462
280,822,2631
281,836,3394
282,850,3227
283,855,3392
284,865,2728
285,869,3119
286,56,3699
287,69,4789
288,95,3827
289,104,3768
290,105,3770
291,106,3774
292,108,4797
293,109,4316
294,111,3771
295,112,4779
296,113,3777
297,114,3775
298,117,3778
299,149,4666
300,150,3820
301,152,3824
302,153,4530
303,154,4397
304,156,3832
305,158,3839
306,159,3840
307,160,3837
308,162,3838
309,168,3846
310,169,4589
311,193,4245
312,194,3890
313,197,4524
314,198,3900
315,200,3906
316,203,3909
317,204,3917
318,205,3911
319,206,4669
320,207,3914
321,208,3904
322,212,3926
323,250,4737
324,251,3963
325,252,4557
326,253,3968
327,255,3961
328,262,3979
329,264,3978
330,269,4349
331,270,4536
332,271,3989
333,272,4311
334,274,4255
335,312,4020
336,316,4019
337,489,4232
338,498,4237
339,500,4258
340,510,4460
341,511,4475
342,516,4547
343,517,4588
344,535,4242
345,540,4654
346,547,3821
347,549,3902
348,550,3962
349,558,3826
350,575,4239
351,576,4457
352,577,4085
353,579,4469
354,582,4503
355,583,4417
356,588,4409
357,589,4698
358,596,4420
359,597,4508
360,601,3889
361,602,3984
362,609,4429
363,615,4764
364,622,3977
365,623,3953
366,641,3772
367,643,3985
368,647,3887
369,655,4680
370,662,3960
371,672,3704
372,674,4425
373,689,3982
374,697,4513
375,717,4480
376,720,3966
377,729,4439
378,734,4372
379,748,3907
380,750,3828
381,758,3919
382,762,3896
383,764,4441
384,770,4658
385,771,4689
386,783,4408
387,805,3780
388,820,3822
389,822,3769
390,836,4596
391,850,3908
392,852,3785
393,853,3817
394,855,3956
395,865,3918
396,869,4346
397,17,4985
398,56,5027
399,69,5044
400,95,5619
401,104,5083
402,108,5086
403,110,5082
404,112,5089
405,113,5091
406,114,6059
407,150,5133
408,153,5143
409,155,5141
410,156,5139
411,158,5148
412,160,5146
413,162,5875
414,168,5931
415,193,5788
416,195,5929
417,198,5199
418,201,5915
419,203,5204
420,204,5206
421,205,5205
422,206,5683
423,212,5728
424,252,5250
425,253,5253
426,254,5254
427,255,5251
428,261,5952
429,262,5266
430,264,5267
431,269,5890
432,271,5268
433,273,5279
434,274,5549
435,312,5319
436,335,5922
437,489,5560
438,498,5659
439,500,5535
440,510,5735
441,516,5630
442,535,5541
443,540,5135
444,549,5198
445,550,5618
446,558,5682
447,565,5140
448,575,5704
449,576,5265
450,577,5321
451,579,5832
452,583,5588
453,589,5605
454,596,5870
455,597,5676
456,601,5187
457,609,5244
458,615,4947
459,618,5258
460,623,6071
461,627,5252
462,631,6060
463,641,5088
464,643,5273
465,662,5249
466,672,5085
467,674,5210
468,689,5757
469,697,5814
470,720,5820
471,734,5545
472,748,5745
473,750,6000
474,758,5212
475,762,5193
476,764,5918
477,771,5693
478,783,5754
479,805,5090
480,806,5698
481,808,6066
482,815,5847
483,820,5132
484,836,6022
485,852,5719
486,855,5759
487,865,5207
488,869,5806
489,877,5255
490,17,7242
491,56,6238
492,95,7355
493,104,7297
494,105,6303
495,106,6298
496,109,7196
497,110,6945
498,111,7001
499,112,6894
500,114,6312
501,149,6356
502,150,6354
503,152,6351
504,153,6358
505,156,6943
506,158,6371
507,159,6367
508,160,6379
509,161,6976
510,168,7162
511,169,6908
512,193,6435
513,194,6437
514,195,7090
515,197,7337
516,198,6453
517,200,7291
518,201,7229
519,203,7372
520,204,6472
521,206,6997
522,207,6375
523,208,6948
524,252,6543
525,253,6536
526,254,6968
527,255,6538
528,261,6546
529,264,7226
530,268,7192
531,269,6926
532,271,6560
533,272,6479
534,274,7279
535,316,6626
536,489,6364
537,498,6467
538,510,6450
539,511,6434
540,516,6234
541,517,6930
542,535,6928
543,540,7326
544,549,6361
545,558,6355
546,565,6974
547,575,7220
548,577,7100
549,579,7002
550,583,6650
551,589,6299
552,593,6528
553,596,6302
554,597,7173
555,601,6436
556,602,6463
557,609,6439
558,615,6152
559,622,7211
560,631,6230
561,638,6470
562,641,6308
563,643,6555
564,662,6535
565,672,6223
566,674,6890
567,675,6377
568,689,6903
569,697,6305
570,717,6456
571,720,6537
572,729,6657
573,734,6983
574,743,6369
575,748,6454
576,750,6362
577,758,6476
578,762,7180
579,764,6345
580,770,6239
581,783,6296
582,805,6313
583,806,7039
584,808,6629
585,836,7028
586,850,6448
587,853,6277
588,855,7321
589,865,6368
590,869,6376
591,877,7036
592,17,7423
593,56,8113
594,69,8051
595,104,7503
596,106,8105
597,108,7494
598,109,7845
599,110,8006
600,112,7498
601,117,8062
602,149,8057
603,150,7536
604,153,7543
605,156,7940
606,159,7550
607,161,8079
608,169,8104
609,193,7960
610,194,7574
611,195,7631
612,197,8064
613,198,7583
614,200,7588
615,203,7591
616,204,7598
617,206,7968
618,208,7586
619,212,8001
620,252,7636
621,253,8111
622,255,7633
623,256,7643
624,261,7645
625,263,7648
626,268,7647
627,271,8139
628,272,7913
629,273,7655
630,489,7589
631,498,8023
632,517,7998
633,535,7542
634,540,7539
635,549,7590
636,558,7537
637,565,7538
638,575,7851
639,576,7885
640,579,7938
641,583,7696
642,588,7690
643,589,7504
644,596,7555
645,597,7904
646,601,7575
647,602,7595
648,615,7404
649,622,8146
650,623,7629
651,638,7976
652,647,7576
653,662,7635
654,674,7596
655,689,8011
656,693,7582
657,720,7637
658,729,7754
659,734,7996
660,748,7993
661,750,7544
662,762,7579
663,764,7923
664,770,7852
665,783,7496
666,806,7541
667,808,7685
668,820,7534
669,822,7501
670,850,7907
671,855,7626
672,865,7554
673,877,7687
674,17,8196
675,56,8273
676,69,8934
677,104,8272
678,106,8766
679,108,8831
680,109,8652
681,110,8838
682,112,8799
683,113,8279
684,149,8371
685,150,8318
686,153,8913
687,154,8379
688,156,8760
689,158,8325
690,159,8330
691,160,8326
692,161,8682
693,162,8729
694,169,8743
695,194,8368
696,195,8814
697,197,8929
698,198,8374
699,199,8681
700,201,8377
701,203,8385
702,204,8381
703,208,8376
704,212,8894
705,251,8435
706,253,8437
707,255,8430
708,256,8712
709,261,8887
710,264,8450
711,267,8452
712,268,8446
713,269,8758
714,270,8457
715,271,8870
716,272,8711
717,274,8808
718,312,8489
719,316,8490
720,498,8447
721,511,8806
722,516,8274
723,517,8722
724,535,8892
725,540,8321
726,549,8378
727,550,8805
728,558,8770
729,565,8653
730,575,8645
731,577,9011
732,579,8879
733,582,8741
734,583,8726
735,589,8275
736,596,8332
737,597,8336
738,602,8716
739,615,8796
740,622,8496
741,623,8426
742,627,8788
743,631,8277
744,641,8271
745,643,8448
746,647,8365
747,655,8322
748,662,8433
749,674,8386
750,689,8845
751,697,8331
752,717,8375
753,720,8434
754,729,8505
755,734,8646
756,748,8857
757,758,8391
758,760,8431
759,762,8370
760,770,8276
761,771,8889
762,783,8267
763,805,8280
764,808,8492
765,815,8494
766,820,9026
767,836,8439
768,850,8773
769,853,8933
770,855,8428
771,865,8380
772,17,9756
773,56,9129
774,104,9136
775,106,9637
776,108,9127
777,109,9868
778,110,9125
779,112,9130
780,113,9137
781,117,9143
782,149,9570
783,150,9176
784,152,9178
785,153,9719
786,156,9182
787,159,9195
788,161,9744
789,168,9729
790,169,9197
791,193,9912
792,194,9231
793,195,9928
794,198,9697
795,199,9923
796,201,9246
797,203,9249
798,204,9706
799,205,9248
800,206,9752
801,207,9252
802,208,9247
803,212,9261
804,252,9831
805,253,9716
806,255,9632
807,256,9922
808,261,9314
809,264,9322
810,268,9321
811,269,9325
812,270,9328
813,271,9330
814,272,9327
815,273,9332
816,274,9337
817,312,9892
818,316,9375
819,335,9398
820,516,9142
821,517,9304
822,535,9889
823,540,9179
824,547,9180
825,549,9636
826,558,9866
827,575,9551
828,576,9688
829,577,9439
830,579,9300
831,582,9562
832,583,9389
833,589,9810
834,597,9199
835,601,9234
836,602,9324
837,615,9593
838,623,9296
839,627,9308
840,631,9132
841,641,9124
842,647,9228
843,655,9814
844,662,9303
845,674,9705
846,689,9317
847,697,9816
848,717,9825
849,720,9301
850,729,9391
851,734,9678
852,748,9760
853,758,9675
854,760,9377
855,762,9240
856,764,9660
857,770,9134
858,771,9320
859,783,9119
860,805,9138
861,808,9376
862,815,9653
863,820,9175
864,836,9313
865,850,9243
866,853,9173
867,855,9800
868,865,9256
869,869,9753
870,17,10812
871,56,10015
872,69,10764
873,95,10055
874,104,10772
875,106,10070
876,109,10072
877,110,10069
878,112,10671
879,113,10702
880,114,10080
881,117,10595
882,149,10691
883,150,10840
884,152,10106
885,153,10115
886,154,10112
887,156,10577
888,158,10124
889,159,10573
890,160,10122
891,161,10125
892,162,10127
893,169,10674
894,193,10723
895,194,10533
896,195,10579
897,198,10179
898,199,10180
899,201,10117
900,203,10650
901,204,10832
902,205,10183
903,206,10187
904,208,10548
905,212,10193
906,252,10762
907,253,10236
908,255,10233
909,256,10241
910,260,10581
911,261,10240
912,264,10248
913,268,10600
914,269,10790
915,270,10196
916,271,10252
917,273,10255
918,274,10605
919,312,10291
920,316,10290
921,500,10540
922,510,10503
923,516,10641
924,517,10654
925,535,10128
926,540,10756
927,549,10504
928,565,10631
929,575,10567
930,579,10235
931,582,10587
932,583,10657
933,588,10598
934,596,10073
935,601,10632
936,602,10186
937,615,9945
938,622,10612
939,638,10194
940,641,10755
941,643,10618
942,662,10234
943,672,10020
944,689,10782
945,697,10139
946,729,10302
947,734,10113
948,743,10129
949,748,10178
950,750,10502
951,758,10191
952,762,10725
953,764,10105
954,783,10074
955,805,10699
956,808,10694
957,820,10057
958,853,10052
959,855,10168
960,865,10189
961,869,10545
962,877,10606
963,1163,11217
964,1171,11229
965,1184,11235
966,1193,11246
967,1199,11253
968,1209,11792
969,1247,11300
970,1277,11325
971,1278,11330
972,1302,11357
973,1315,11366
974,1316,11367
975,1319,11371
976,1330,11377
977,1395,11894
978,1407,11468
979,1415,11479
980,1426,11488
981,1466,11538
982,1503,11572
983,1513,11928
984,1523,11589
985,1578,11658
986,1613,11822
987,1615,11791
988,1656,11763
989,1674,11723
990,1675,11808
991,1695,11917
992,1701,11355
993,1706,11257
994,1735,11859
995,1739,11475
996,1816,11784
997,1849,11435
998,2228,12680
999,2236,12733
1000,2249,12258
1001,2258,12268
1002,2274,12754
1003,2312,12309
1004,2342,12329
1005,2346,12326
1006,2367,12347
1007,2381,12358
1008,2384,12701
1009,2395,12367
1010,2460,12590
1011,2472,12421
1012,2480,12731
1013,2491,12439
1014,2531,12666
1015,2565,12482
1016,2568,12487
1017,2578,12567
1018,2588,12504
1019,2643,12516
1020,2678,12670
1021,2680,12529
1022,2721,12614
1023,2739,12546
1024,2740,12420
1025,2760,12568
1026,2766,12558
1027,2771,12372
1028,2800,12308
1029,2804,12706
1030,2881,12530
1031,3314,12982
1032,3323,12993
1033,3339,12930
1034,3377,13045
1035,3407,13066
1036,3408,13072
1037,3411,13067
1038,3432,13089
1039,3445,13585
1040,3446,13101
1041,3449,13086
1042,3520,13163
1043,3525,13520
1044,3545,13513
1045,3596,13236
1046,3633,13262
1047,3643,13514
1048,3653,13287
1049,3708,13350
1050,3743,13193
1051,3786,13473
1052,3804,13615
1053,3805,13175
1054,3831,13570
1055,3869,13181
1056,4358,13990
1057,4366,13995
1058,4379,14004
1059,4388,14015
1060,4394,14023
1061,4404,14717
1062,4442,14067
1063,4472,14100
1064,4473,14099
1065,4476,14638
1066,4497,14128
1067,4510,14134
1068,4511,14137
1069,4514,14656
1070,4585,14213
1071,4602,14226
1072,4610,14238
1073,4621,14562
1074,4661,14293
1075,4695,14324
1076,4698,14319
1077,4708,14531
1078,4718,14342
1079,4773,14407
1080,4808,14617
1081,4810,14467
1082,4851,14466
1083,4869,14496
1084,4870,14231
1085,4873,14105
1086,4890,14472
1087,4896,14520
1088,4901,14566
1089,4930,14194
1090,5044,14516
1091,5431,15613
1092,5444,15066
1093,5453,15079
1094,5459,15087
1095,5469,15649
1096,5507,15128
1097,5538,15149
1098,5541,15145
1099,5562,15170
1100,5575,15731
1101,5576,15180
1102,5579,15605
1103,5590,15195
1104,5650,15244
1105,5655,15482
1106,5675,15747
1107,5686,15276
1108,5726,15310
1109,5760,15333
1110,5763,15332
1111,5773,15342
1112,5783,15347
1113,5838,15388
1114,5873,15265
1115,5875,15018
1116,5916,15512
1117,5934,15435
1118,5935,15713
1119,5938,15528
1120,5955,15000
1121,5961,15168
1122,5966,15088
1123,5999,15165
1124,6076,15456
1125,6109,15590
1126,6217,15783
1127,6239,15806
1128,6258,15816
1129,6278,15858
1130,6279,15859
1131,6280,16766
1132,6281,15861
1133,6282,15860
1134,6287,15863
1135,6289,15864
1136,6295,15865
1137,6300,15874
1138,6302,15873
1139,6303,16715
1140,6306,16834
1141,6316,15882
1142,6321,15885
1143,6357,15944
1144,6361,15943
1145,6365,15948
1146,6387,15961
1147,6388,15963
1148,6390,16537
1149,6395,15962
1150,6420,15993
1151,6421,15991
1152,6422,15988
1153,6436,16792
1154,6446,16605
1155,6452,16024
1156,6463,16039
1157,6481,16055
1158,6488,16059
1159,6489,16058
1160,6490,16828
1161,6492,16061
1162,6496,16066
1163,6497,16065
1164,6498,16064
1165,6500,16069
1166,6502,16070
1167,6506,16081
1168,6508,16076
1169,6509,16074
1170,6511,16075
1171,6512,16078
1172,6514,16701
1173,6517,16774
1174,6518,16089
1175,6519,16534
1176,6521,16083
1177,6522,16088
1178,6524,16084
1179,6534,16543
1180,6572,16127
1181,6573,16132
1182,6576,16134
1183,6580,16130
1184,6582,16139
1185,6583,16604
1186,6584,16138
1187,6585,16140
1188,6586,16573
1189,6592,16147
1190,6598,16154
1191,6602,16161
1192,6603,16156
1193,6606,16747
1194,6609,16162
1195,6615,16167
1196,6616,16169
1197,6617,16164
1198,6618,16176
1199,6619,16165
1200,6620,16170
1201,6627,16185
1202,6629,16184
1203,6640,16599
1204,6641,16189
1205,6642,16191
1206,6643,16194
1207,6644,16193
1208,6646,16190
1209,6647,16568
1210,6650,16675
1211,6653,16647
1212,6655,16203
1213,6660,16624
1214,6685,16245
1215,6686,16242
1216,6696,16588
1217,6697,16258
1218,6698,16255
1219,6699,16252
1220,6700,16256
1221,6701,16812
1222,6703,16529
1223,6704,16253
1224,6708,16264
1225,6709,16263
1226,6710,16625
1227,6712,16266
1228,6715,16268
1229,6720,16273
1230,6721,16710
1231,6731,16280
1232,6735,16282
1233,6737,16286
1234,6740,16609
1235,6749,16301
1236,6751,16302
1237,6758,16553
1238,6765,16645
1239,6791,16344
1240,6800,16350
1241,6814,16367
1242,6815,16363
1243,6816,16362
1244,6820,16830
1245,6821,16764
1246,6824,16844
1247,6825,16373
1248,6827,16375
1249,6828,16371
1250,6830,16376
1251,6831,16730
1252,6833,16377
1253,6838,16382
1254,6840,16383
1255,6846,16653
1256,6848,16396
1257,6849,16395
1258,6854,16398
1259,6856,16400
1260,6857,16401
1261,6858,16403
1262,6859,16592
1263,6882,16436
1264,6883,16438
1265,6888,16778
1266,6896,16445
1267,6897,16453
1268,6899,16450
1269,6901,16459
1270,6909,16454
1271,6912,16463
1272,6915,16465
1273,6916,16769
1274,6938,16502
1275,6939,16499
1276,6940,16008
1277,6944,16549
1278,6947,16847
1279,6952,16596
1280,6953,16493
1281,6961,16748
1282,6962,16494
1283,6964,16776
1284,6965,16608
1285,6975,16652
1286,6977,16695
1287,6980,16447
1288,6981,16281
1289,6984,16607
1290,6988,16841
1291,6989,16705
1292,6994,16646
1293,6998,16699
1294,6999,16497
1295,7000,16548
1296,7001,16532
1297,7002,16570
1298,7004,16551
1299,7005,16556
1300,7006,16145
1301,7008,16541
1302,7009,16536
1303,7011,16201
1304,7013,16771
1305,7014,16564
1306,7015,16689
1307,7016,16712
1308,7017,16528
1309,7018,16142
1310,7020,16007
1311,7023,16615
1312,7024,16751
1313,7026,16589
1314,7029,16708
1315,7031,16093
1316,7037,16063
1317,7038,16720
1318,7044,16523
1319,7050,16684
1320,7052,16569
1321,7053,16641
1322,7054,16822
1323,7059,16404
1324,7060,16247
1325,7064,16292
1326,7066,16623
1327,7072,16557
1328,7080,16559
1329,7081,16381
1330,7083,16554
1331,7085,16733
1332,7087,16546
1333,7094,16535
1334,7098,16257
1335,7100,16735
1336,7101,16685
1337,7105,16758
1338,7107,16091
1339,7110,16654
1340,7112,16462
1341,7113,15807
1342,7126,16749
1343,7127,16729
1344,7133,15990
1345,7136,16722
1346,7141,16561
1347,7145,16271
1348,7150,16664
1349,7151,16442
1350,7153,16719
1351,7158,16745
1352,7160,16736
1353,7162,16550
1354,7170,16713
1355,7172,16693
1356,7173,16692
1357,7174,16254
1358,7175,16443
1359,7191,16656
1360,7192,16531
1361,7201,16679
1362,7208,16832
1363,7209,15879
1364,7222,16737
1365,7226,16644
1366,7242,16640
1367,7246,16000
1368,7256,16558
1369,7258,16759
1370,7264,16300
1371,7265,16659
1372,7267,16802
1373,7282,17869
1374,7304,16931
1375,7308,16934
1376,7316,18053
1377,7323,16939
1378,7343,17002
1379,7345,17005
1380,7346,17971
1381,7347,17008
1382,7352,17006
1383,7360,17917
1384,7365,17860
1385,7366,18077
1386,7367,17020
1387,7368,17813
1388,7371,18048
1389,7374,17032
1390,7381,17035
1391,7386,17037
1392,7422,17915
1393,7426,18059
1394,7430,17010
1395,7436,17110
1396,7450,17138
1397,7452,17135
1398,7453,17782
1399,7455,17041
1400,7460,17134
1401,7485,17169
1402,7486,17164
1403,7487,17793
1404,7501,17177
1405,7511,17200
1406,7525,17218
1407,7528,18081
1408,7535,17210
1409,7541,17231
1410,7542,17226
1411,7546,17239
1412,7548,18005
1413,7549,17238
1414,7553,17870
1415,7554,17247
1416,7555,17874
1417,7557,17246
1418,7561,17257
1419,7562,17253
1420,7563,18002
1421,7564,17254
1422,7565,17249
1423,7567,17258
1424,7572,17264
1425,7573,17261
1426,7574,17940
1427,7575,17262
1428,7576,17263
1429,7577,17268
1430,7579,17150
1431,7582,17828
1432,7583,17270
1433,7584,17272
1434,7586,17273
1435,7587,17823
1436,7589,17279
1437,7599,18050
1438,7606,17295
1439,7637,17905
1440,7638,17331
1441,7641,17213
1442,7645,17329
1443,7646,17216
1444,7647,17227
1445,7649,17339
1446,7650,17343
1447,7651,17776
1448,7657,17933
1449,7663,17781
1450,7667,17366
1451,7668,17362
1452,7670,17373
1453,7671,17370
1454,7674,17371
1455,7678,17364
1456,7680,17916
1457,7681,17375
1458,7682,17374
1459,7683,17891
1460,7684,17379
1461,7685,17376
1462,7686,17378
1463,7687,17386
1464,7689,17384
1465,7692,17397
1466,7694,17393
1467,7705,17403
1468,7706,17402
1469,7707,17404
1470,7708,17405
1471,7709,17406
1472,7711,17411
1473,7712,17902
1474,7718,17420
1475,7720,17422
1476,7725,17428
1477,7750,17327
1478,7751,18007
1479,7754,17462
1480,7761,17752
1481,7762,17473
1482,7763,18090
1483,7764,17785
1484,7765,18074
1485,7766,17477
1486,7768,17474
1487,7769,17340
1488,7773,17487
1489,7774,17350
1490,7775,17486
1491,7777,17879
1492,7780,17886
1493,7785,17367
1494,7786,17496
1495,7796,17506
1496,7797,17515
1497,7799,17512
1498,7800,17507
1499,7801,17516
1500,7802,17510
1501,7805,18025
1502,7813,17530
1503,7814,17534
1504,7816,17538
1505,7821,17541
1506,7823,17545
1507,7830,17555
1508,7855,17460
1509,7856,17778
1510,7865,17592
1511,7879,17609
1512,7880,17606
1513,7881,17967
1514,7885,17605
1515,7886,17859
1516,7889,17618
1517,7890,17624
1518,7892,17627
1519,7893,17619
1520,7894,17628
1521,7895,17616
1522,7896,17498
1523,7903,17849
1524,7905,17633
1525,7911,17777
1526,7913,17643
1527,7914,17847
1528,7919,17639
1529,7921,17645
1530,7922,17648
1531,7923,17805
1532,7924,17794
1533,7947,18004
1534,7948,17585
1535,7953,17581
1536,7961,17672
1537,7962,17811
1538,7964,17674
1539,7966,18008
1540,7968,17679
1541,7974,17680
1542,7977,17690
1543,7979,17908
1544,7980,17693
1545,7981,17945
1546,8003,17735
1547,8004,17982
1548,8005,17796
1549,8009,17786
1550,8012,17747
1551,8018,17034
1552,8025,17733
1553,8026,17965
1554,8027,17007
1555,8029,18071
1556,8030,17617
1557,8040,17634
1558,8042,17475
1559,8045,17832
1560,8046,17880
1561,8049,18042
1562,8053,17797
1563,8054,17245
1564,8059,17943
1565,8063,17003
1566,8064,17737
1567,8065,17803
1568,8066,17921
1569,8067,17271
1570,8068,17380
1571,8069,17255
1572,8070,17792
1573,8071,17810
1574,8076,17401
1575,8078,17508
1576,8079,17868
1577,8081,17750
1578,8082,17798
1579,8083,17220
1580,8085,17888
1581,8088,17620
1582,8089,17746
1583,8091,17388
1584,8094,17341
1585,8096,17876
1586,8102,17976
1587,8103,17208
1588,8109,17342
1589,8115,18057
1590,8117,17826
1591,8118,17678
1592,8119,17731
1593,8124,17829
1594,8125,17334
1595,8129,17519
1596,8131,17418
1597,8137,17732
1598,8145,18041
1599,8146,17636
1600,8148,16929
1601,8150,17260
1602,8152,17630
1603,8155,17256
1604,8156,17222
1605,8158,17009
1606,8159,17799
1607,8163,17337
1608,8165,17251
1609,8166,16942
1610,8167,17522
1611,8169,17753
1612,8170,17242
1613,8172,17818
1614,8175,17610
1615,8177,17689
1616,8178,16933
1617,8191,17018
1618,8192,18020
1619,8198,17165
1620,8201,17907
1621,8206,17514
1622,8211,17316
1623,8215,17040
1624,8216,17598
1625,8218,17961
1626,8223,18015
1627,8225,17235
1628,8227,17822
1629,8234,17347
1630,8235,18009
1631,8237,17788
1632,8238,17653
1633,8239,18094
1634,8240,17597
1635,8247,17275
1636,8256,17415
1637,8257,17761
1638,8258,17858
1639,8266,17349
1640,8273,18030
1641,8274,17022
1642,8287,16930
1643,8291,17726
1644,8302,17593
1645,8307,16916
1646,8311,17889
1647,8321,17739
1648,8323,17232
1649,8329,17533
1650,8330,17865
1651,8332,17284
1652,8347,18194
1653,8369,18253
1654,8381,19656
1655,8388,18258
1656,8408,18345
1657,8409,18346
1658,8410,18354
1659,8411,18349
1660,8412,18347
1661,8417,18355
1662,8419,18357
1663,8425,18361
1664,8430,18371
1665,8431,18373
1666,8432,18368
1667,8433,19294
1668,8436,18369
1669,8446,18381
1670,8451,18390
1671,8487,18477
1672,8491,19472
1673,8495,19648
1674,8501,18485
1675,8515,18514
1676,8517,18517
1677,8518,19353
1678,8520,19568
1679,8525,18513
1680,8550,18548
1681,8551,18549
1682,8552,18546
1683,8566,18567
1684,8576,18583
1685,8582,18587
1686,8590,18598
1687,8593,18596
1688,8606,18610
1689,8607,18613
1690,8611,18625
1691,8614,18620
1692,8618,19507
1693,8619,18630
1694,8620,18634
1695,8622,18631
1696,8626,19679
1697,8627,18645
1698,8628,18643
1699,8629,18650
1700,8630,19423
1701,8632,18646
1702,8637,18657
1703,8638,18655
1704,8639,18654
1705,8640,18658
1706,8641,18652
1707,8642,18661
1708,8644,19508
1709,8648,18666
1710,8649,19667
1711,8651,18671
1712,8652,19542
1713,8664,19312
1714,8671,19245
1715,8702,18727
1716,8706,18724
1717,8710,18721
1718,8711,19646
1719,8712,18744
1720,8714,18737
1721,8715,18740
1722,8716,19274
1723,8722,18747
1724,8728,18752
1725,8732,18757
1726,8733,18761
1727,8735,18756
1728,8736,18764
1729,8739,19459
1730,8743,18763
1731,8745,18776
1732,8746,18773
1733,8747,18771
1734,8748,19474
1735,8750,18782
1736,8751,18783
1737,8752,18647
1738,8757,18792
1739,8759,18785
1740,8770,19589
1741,8771,18798
1742,8772,18804
1743,8773,18799
1744,8776,18802
1745,8777,19308
1746,8783,18814
1747,8785,18822
1748,8790,18834
1749,8815,19620
1750,8816,18867
1751,8826,18877
1752,8827,18876
1753,8828,19396
1754,8829,19381
1755,8830,18879
1756,8831,18878
1757,8834,19560
1758,8838,18895
1759,8839,19347
1760,8840,18888
1761,8841,18896
1762,8842,18890
1763,8845,18892
1764,8850,18767
1765,8851,18898
1766,8861,18914
1767,8862,18916
1768,8864,18913
1769,8865,18919
1770,8867,18911
1771,8878,19247
1772,8879,18930
1773,8881,19352
1774,8886,18936
1775,8888,19448
1776,8895,19243
1777,8920,18977
1778,8921,18978
1779,8930,18988
